name,Season,position,Cluster,Cluster_3,personId,gameId,numMinutes,points,assists,reboundsTotal,reboundsOffensive,reboundsDefensive,steals,blocks,FG%,3P%,FT%
Nikola Jokic,2122,C,1,1,203999,74,32.97297297,27.08108108,7.891891892,13.77027027,2.783783784,10.98648649,1.472972973,0.851351351,0.582761251,0.336805556,0.80982906
Kristaps Porzingis,2122,F C,0,0,204001,51,28.50980392,20.19607843,2.333333333,8.058823529,2.0,6.058823529,0.725490196,1.647058824,0.4589309,0.30952381,0.867132867
Joe Ingles,2122,G F,2,2,204060,45,24.51111111,7.222222222,3.511111111,2.911111111,0.266666667,2.644444444,0.511111111,0.111111111,0.403508772,0.346666667,0.772727273
Tyus Jones,2122,G,2,2,1626145,73,20.71232877,8.657534247,4.438356164,2.410958904,0.232876712,2.178082192,0.904109589,0.02739726,0.451086957,0.390243902,0.818181818
Montrezl Harrell,2122,F C,3,0,1626149,71,22.66197183,13.12676056,2.042253521,6.070422535,2.098591549,3.971830986,0.408450704,0.605633803,0.645045045,0.235294118,0.716216216
Delon Wright,2122,G,2,2,1626153,77,18.33766234,4.441558442,2.441558442,2.857142857,0.649350649,2.207792208,1.207792208,0.246753247,0.453531599,0.379310345,0.857142857
D'Angelo Russell,2122,G,1,1,1626156,65,31.50769231,18.09230769,7.076923077,3.323076923,0.384615385,2.938461538,0.953846154,0.338461538,0.411282051,0.33976834,0.825
Karl-Anthony Towns,2122,F C,0,1,1626157,74,32.97297297,24.56756757,3.635135135,9.824324324,2.621621622,7.202702703,0.972972973,1.121621622,0.528830313,0.409836066,0.822269807
Richaun Holmes,2122,F C,0,0,1626158,45,23.31111111,10.4,1.066666667,7.044444444,2.066666667,4.977777778,0.377777778,0.911111111,0.66,0.4,0.777777778
Justise Winslow,2122,G F,2,2,1626159,48,15.625,5.708333333,1.75,4.208333333,1.041666667,3.166666667,0.729166667,0.520833333,0.428015564,0.227272727,0.590909091
Kelly Oubre Jr.,2122,G F,2,2,1626162,76,25.78947368,14.96052632,1.105263158,3.973684211,1.039473684,2.934210526,1.013157895,0.407894737,0.439914163,0.345388788,0.666666667
Devin Booker,2122,G,1,1,1626164,68,33.98529412,26.79411765,4.838235294,5.029411765,0.661764706,4.367647059,1.132352941,0.382352941,0.465869106,0.382845188,0.867768595
Cameron Payne,2122,G,2,2,1626166,58,21.53448276,10.79310345,4.862068966,3.017241379,0.413793103,2.603448276,0.689655172,0.293103448,0.408858603,0.336492891,0.842696629
Myles Turner,2122,F C,0,0,1626167,42,28.85714286,12.85714286,1.047619048,7.071428571,1.547619048,5.523809524,0.666666667,2.80952381,0.508905852,0.333333333,0.752380952
Trey Lyles,2122,F,2,2,1626168,75,19.97333333,10.48,1.173333333,5.053333333,1.186666667,3.866666667,0.386666667,0.426666667,0.466192171,0.320574163,0.802469136
Stanley Johnson,2122,G F,2,2,1626169,48,22.33333333,6.666666667,1.666666667,3.229166667,0.708333333,2.520833333,0.895833333,0.291666667,0.466135458,0.314285714,0.716216216
Bobby Portis,2122,F,0,0,1626171,72,27.75,14.61111111,1.194444444,9.125,2.5,6.625,0.736111111,0.708333333,0.478760046,0.393491124,0.752212389
Kevon Looney,2122,F,3,0,1626172,82,20.65853659,5.987804878,2.012195122,7.268292683,2.536585366,4.731707317,0.609756098,0.634146341,0.571428571,0.0,0.6
Christian Wood,2122,F,0,0,1626174,68,30.33823529,17.91176471,2.279411765,10.08823529,1.617647059,8.470588235,0.794117647,0.955882353,0.501138952,0.389880952,0.623493976
Terry Rozier,2122,G,1,1,1626179,73,33.21917808,19.28767123,4.465753425,4.315068493,0.767123288,3.547945205,1.273972603,0.342465753,0.443873179,0.374367622,0.852272727
Norman Powell,2122,G,2,2,1626181,45,31.91111111,18.95555556,2.133333333,3.222222222,0.444444444,2.777777778,0.933333333,0.466666667,0.461157025,0.418972332,0.811158798
Pat Connaughton,2122,G,2,2,1626192,65,25.47692308,9.923076923,1.261538462,4.2,0.692307692,3.507692308,0.907692308,0.230769231,0.45766129,0.394594595,0.833333333
Willy Hernangomez,2122,F C,0,0,1626195,50,16.24,9.06,1.26,6.76,2.86,3.9,0.42,0.38,0.519877676,0.333333333,0.773049645
Josh Richardson,2122,G,2,2,1626196,65,24.16923077,10.24615385,1.769230769,2.846153846,0.646153846,2.2,0.861538462,0.446153846,0.438202247,0.414634146,0.888888889
Larry Nance Jr.,2122,F C,0,2,1626204,46,22.10869565,6.97826087,1.760869565,5.391304348,1.565217391,3.826086957,0.934782609,0.434782609,0.522267206,0.328571429,0.701754386
Keifer Sykes,2122,G,2,2,1626208,32,17.21875,5.625,1.9375,1.40625,0.25,1.15625,0.375,0.125,0.363157895,0.3,0.882352941
Royce O'Neale,2122,F,2,2,1626220,77,30.76623377,7.402597403,2.480519481,4.779220779,0.831168831,3.948051948,1.116883117,0.415584416,0.457207207,0.388888889,0.803571429
Cedi Osman,2122,F,2,2,1626224,66,21.65151515,10.74242424,2.045454545,2.212121212,0.378787879,1.833333333,0.787878788,0.151515152,0.431818182,0.356545961,0.664122137
Domantas Sabonis,2122,F C,0,0,1627734,62,33.93548387,18.88709677,5.209677419,12.12903226,3.241935484,8.887096774,0.951612903,0.435483871,0.57309185,0.312,0.740963855
Malik Beasley,2122,G,2,2,1627736,79,24.56962025,12.06329114,1.46835443,2.873417722,0.329113924,2.544303797,0.544303797,0.151898734,0.390588235,0.376766091,0.816666667
Buddy Hield,2122,G,2,2,1627741,81,30.39506173,15.61728395,2.827160494,4.358024691,0.814814815,3.543209877,0.901234568,0.308641975,0.406193078,0.365921788,0.874015748
Brandon Ingram,2122,F,1,1,1627742,55,33.47272727,22.65454545,5.581818182,5.818181818,0.636363636,5.181818182,0.618181818,0.472727273,0.460834181,0.327433628,0.826086957
Damian Jones,2122,C,0,0,1627745,56,17.69642857,8.107142857,1.232142857,4.392857143,1.339285714,3.053571429,0.464285714,0.839285714,0.657894737,0.344827586,0.717557252
Caris LeVert,2122,G,1,1,1627747,58,30.24137931,17.0,4.275862069,3.689655172,0.74137931,2.948275862,0.879310345,0.396551724,0.443793911,0.3203125,0.756476684
Dejounte Murray,2122,G,1,1,1627749,68,34.23529412,21.14705882,9.220588235,8.279411765,1.176470588,7.102941176,2.029411765,0.338235294,0.461724416,0.326530612,0.793522267
Jakob Poeltl,2122,C,0,0,1627751,68,28.47058824,13.45588235,2.779411765,9.323529412,3.852941176,5.470588235,0.661764706,1.735294118,0.618401207,1.0,0.494736842
Taurean Prince,2122,F,2,2,1627752,69,16.60869565,7.275362319,0.985507246,2.52173913,0.376811594,2.144927536,0.68115942,0.333333333,0.453846154,0.375545852,0.756097561
Jaylen Brown,2122,G F,1,1,1627759,66,33.13636364,23.62121212,3.5,6.121212121,0.803030303,5.318181818,1.060606061,0.272727273,0.473294988,0.357758621,0.757861635
DeAndre' Bembry,2122,G F,2,2,1627761,56,17.82142857,5.071428571,1.178571429,2.910714286,0.75,2.160714286,0.875,0.446428571,0.561085973,0.416666667,0.6
Malcolm Brogdon,2122,G,1,1,1627763,36,32.97222222,19.08333333,5.888888889,5.138888889,0.916666667,4.222222222,0.833333333,0.388888889,0.447513812,0.311827957,0.856287425
Georges Niang,2122,F,2,2,1627777,76,22.32894737,9.210526316,1.342105263,2.671052632,0.328947368,2.342105263,0.394736842,0.171052632,0.436944938,0.403100775,0.881355932
Gary Payton II,2122,G,2,2,1627780,71,17.12676056,7.070422535,0.901408451,3.478873239,1.014084507,2.464788732,1.352112676,0.309859155,0.61627907,0.358333333,0.603448276
Pascal Siakam,2122,F,1,1,1627783,68,37.47058824,22.80882353,5.294117647,8.529411765,1.882352941,6.647058824,1.25,0.617647059,0.493786247,0.344036697,0.749340369
Furkan Korkmaz,2122,G F,2,2,1627788,67,20.64179104,7.597014925,1.895522388,2.611940299,0.328358209,2.28358209,0.492537313,0.134328358,0.387234043,0.289473684,0.80952381
Damion Lee,2122,G F,2,2,1627814,63,19.42857143,7.412698413,1.0,3.222222222,0.428571429,2.793650794,0.619047619,0.095238095,0.441253264,0.336898396,0.88
Ivica Zubac,2122,C,3,0,1627826,76,23.86842105,10.32894737,1.578947368,8.473684211,2.855263158,5.618421053,0.473684211,1.013157895,0.626262626,0.0,0.726872247
Dorian Finney-Smith,2122,F,2,2,1627827,80,32.55,11.0,1.875,4.6875,1.525,3.1625,1.1,0.4875,0.471098266,0.395402299,0.674698795
Fred VanVleet,2122,G,1,1,1627832,65,37.35384615,20.30769231,6.676923077,4.446153846,0.676923077,3.769230769,1.707692308,0.538461538,0.402917046,0.37694704,0.873873874
Bryn Forbes,2122,G,2,2,1627854,75,16.68,8.84,1.0,1.24,0.133333333,1.106666667,0.333333333,0.066666667,0.428571429,0.413559322,0.908045977
Danuel House Jr.,2122,G F,2,2,1627863,42,16.76190476,5.904761905,1.047619048,2.642857143,0.428571429,2.214285714,0.5,0.404761905,0.404040404,0.376068376,0.75862069
Derrick Jones Jr.,2122,F,2,2,1627884,51,17.21568627,5.607843137,0.588235294,3.31372549,1.176470588,2.137254902,0.490196078,0.647058824,0.538461538,0.327868852,0.8
Alex Caruso,2122,G,1,1,1627936,41,27.46341463,7.414634146,4.024390244,3.609756098,0.804878049,2.804878049,1.731707317,0.365853659,0.3984375,0.333333333,0.794520548
Lonzo Ball,2122,G,1,1,1628366,35,34.17142857,13.0,5.085714286,5.428571429,1.0,4.428571429,1.828571429,0.885714286,0.422976501,0.423076923,0.75
Josh Jackson,2122,G F,2,2,1628367,51,15.78431373,6.431372549,1.058823529,2.764705882,0.411764706,2.352941176,0.509803922,0.431372549,0.4,0.253846154,0.714285714
De'Aaron Fox,2122,G,1,1,1628368,59,34.86440678,23.16949153,5.593220339,3.915254237,0.423728814,3.491525424,1.152542373,0.423728814,0.472527473,0.297188755,0.75
Jayson Tatum,2122,G F,1,1,1628369,76,35.42105263,26.92105263,4.394736842,8.013157895,1.118421053,6.894736842,0.986842105,0.644736842,0.452685422,0.353302611,0.852878465
Malik Monk,2122,G,2,2,1628370,76,27.65789474,13.78947368,2.868421053,3.368421053,0.486842105,2.881578947,0.802631579,0.381578947,0.473365617,0.391402715,0.794871795
Dennis Smith Jr.,2122,G,2,2,1628372,37,16.75675676,5.567567568,3.567567568,2.378378378,0.540540541,1.837837838,1.216216216,0.324324324,0.417989418,0.222222222,0.65625
Lauri Markkanen,2122,F C,2,2,1628374,61,30.32786885,14.75409836,1.327868852,5.655737705,0.967213115,4.68852459,0.737704918,0.491803279,0.445234708,0.357894737,0.867924528
Donovan Mitchell,2122,G,1,1,1628378,67,33.28358209,25.86567164,5.343283582,4.208955224,0.820895522,3.388059701,1.47761194,0.179104478,0.448401163,0.354740061,0.853035144
Luke Kennard,2122,G,2,2,1628379,70,26.91428571,11.9,2.085714286,3.271428571,0.285714286,2.985714286,0.6,0.085714286,0.44913928,0.449172577,0.896103896
John Collins,2122,F C,0,0,1628381,54,30.2962963,16.22222222,1.814814815,7.814814815,1.722222222,6.092592593,0.611111111,1.037037037,0.526397516,0.363636364,0.792899408
OG Anunoby,2122,G F,1,1,1628384,48,35.4375,17.125,2.604166667,5.5,1.541666667,3.958333333,1.479166667,0.520833333,0.443328551,0.362776025,0.754237288
Jarrett Allen,2122,C,3,0,1628386,56,31.875,16.14285714,1.642857143,10.75,3.428571429,7.321428571,0.785714286,1.339285714,0.67706422,0.1,0.708154506
Bam Adebayo,2122,F C,3,0,1628389,56,32.07142857,19.07142857,3.392857143,10.07142857,2.446428571,7.625,1.428571429,0.785714286,0.556927298,0.0,0.752941176
Isaiah Hartenstein,2122,F C,0,0,1628392,68,17.42647059,8.279411765,2.352941176,4.882352941,1.720588235,3.161764706,0.735294118,1.132352941,0.62568306,0.466666667,0.689393939
Kyle Kuzma,2122,F,0,1,1628398,66,32.90909091,17.12121212,3.53030303,8.5,1.060606061,7.439393939,0.636363636,0.863636364,0.451923077,0.341333333,0.712328767
Derrick White,2122,G,1,1,1628401,75,28.81333333,13.22666667,4.88,3.48,0.506666667,2.973333333,0.853333333,0.773333333,0.42125,0.311653117,0.863829787
Frank Jackson,2122,G,2,2,1628402,53,21.47169811,10.56603774,1.037735849,1.641509434,0.358490566,1.283018868,0.509433962,0.169811321,0.401656315,0.308243728,0.826923077
Josh Hart,2122,G,1,1,1628404,54,32.66666667,14.94444444,4.148148148,7.185185185,1.148148148,6.037037037,1.12962963,0.240740741,0.504393673,0.342723005,0.758293839
Dillon Brooks,2122,G F,1,1,1628415,32,27.15625,18.4375,2.75,3.1875,0.90625,2.28125,1.125,0.25,0.431558935,0.308724832,0.849056604
Monte Morris,2122,G,2,2,1628420,75,29.38666667,12.6,4.44,3.013333333,0.36,2.653333333,0.746666667,0.186666667,0.483829237,0.394904459,0.869047619
Chris Boucher,2122,F,0,0,1628449,80,20.65,9.425,0.3125,6.175,2.2375,3.9375,0.6125,0.9375,0.464471404,0.296943231,0.777202073
Daniel Theis,2122,F C,2,2,1628464,47,20.29787234,8.170212766,0.872340426,4.85106383,1.255319149,3.595744681,0.425531915,0.659574468,0.518900344,0.308411215,0.680555556
Maxi Kleber,2122,F,2,2,1628467,59,24.03389831,6.966101695,1.152542373,5.93220339,1.186440678,4.745762712,0.508474576,0.983050847,0.398305085,0.325490196,0.707692308
Torrey Craig,2122,F,2,2,1628470,78,19.94871795,6.615384615,1.166666667,3.974358974,1.102564103,2.871794872,0.58974359,0.461538462,0.453514739,0.329059829,0.75
Grayson Allen,2122,G,2,2,1628960,66,26.84848485,11.10606061,1.515151515,3.363636364,0.484848485,2.878787879,0.696969697,0.272727273,0.448154657,0.40874036,0.864864865
Marvin Bagley III,2122,F,0,0,1628963,48,23.35416667,11.25,0.75,7.041666667,2.1875,4.854166667,0.458333333,0.375,0.504484305,0.237113402,0.663366337
Mo Bamba,2122,C,0,0,1628964,71,25.18309859,10.64788732,1.197183099,8.056338028,2.084507042,5.971830986,0.535211268,1.661971831,0.479740681,0.380782918,0.780821918
Keita Bates-Diop,2122,F,2,2,1628966,59,15.62711864,5.677966102,0.694915254,3.915254237,1.050847458,2.86440678,0.457627119,0.237288136,0.517110266,0.309090909,0.754098361
Mikal Bridges,2122,G F,1,1,1628969,82,34.25609756,14.17073171,2.256097561,4.231707317,0.902439024,3.329268293,1.170731707,0.43902439,0.533799534,0.368589744,0.834394904
Miles Bridges,2122,F,0,1,1628970,80,34.9875,20.1625,3.75,6.9875,1.125,5.8625,0.925,0.8375,0.490939044,0.331182796,0.801801802
Bruce Brown,2122,G F,0,2,1628971,72,24.08333333,8.986111111,2.055555556,4.791666667,1.388888889,3.402777778,1.069444444,0.722222222,0.505928854,0.404255319,0.7578125
Troy Brown Jr.,2122,G F,2,2,1628972,66,15.48484848,4.287878788,1.0,3.075757576,0.590909091,2.484848485,0.545454545,0.075757576,0.418604651,0.353383459,0.769230769
Jalen Brunson,2122,G,1,1,1628973,79,31.46835443,16.26582278,4.772151899,3.911392405,0.544303797,3.367088608,0.835443038,0.037974684,0.501984127,0.373015873,0.840375587
Wendell Carter Jr.,2122,F C,0,0,1628976,62,29.37096774,15.01612903,2.758064516,10.4516129,2.241935484,8.209677419,0.580645161,0.693548387,0.524853801,0.327102804,0.690821256
Hamidou Diallo,2122,G,2,2,1628977,58,21.4137931,10.96551724,1.25862069,4.775862069,1.189655172,3.586206897,1.224137931,0.293103448,0.496197719,0.247311828,0.65
Donte DiVincenzo,2122,G,2,2,1628978,42,23.42857143,9.047619048,2.80952381,4.047619048,0.952380952,3.095238095,1.142857143,0.19047619,0.351190476,0.339449541,0.843373494
Shai Gilgeous-Alexander,2122,G,1,1,1628983,56,34.125,24.48214286,5.910714286,4.964285714,0.660714286,4.303571429,1.267857143,0.821428571,0.453422053,0.2996633,0.809876543
Devonte' Graham,2122,G,2,2,1628984,76,27.94736842,11.86842105,4.157894737,2.328947368,0.486842105,1.842105263,0.934210526,0.157894737,0.363190184,0.341030195,0.842857143
Aaron Holiday,2122,G,2,2,1628988,63,15.74603175,6.349206349,2.428571429,1.936507937,0.380952381,1.555555556,0.666666667,0.142857143,0.446745562,0.378640777,0.867647059
Kevin Huerter,2122,G F,2,2,1628989,74,29.04054054,12.05405405,2.743243243,3.432432432,0.432432432,3.0,0.743243243,0.351351351,0.453947368,0.389294404,0.807692308
Jaren Jackson Jr.,2122,F C,0,0,1628991,78,26.76923077,16.30769231,1.102564103,5.820512821,1.525641026,4.294871795,0.935897436,2.269230769,0.415057915,0.319201995,0.823188406
Caleb Martin,2122,F,2,2,1628997,60,22.4,9.183333333,1.066666667,3.833333333,1.166666667,2.666666667,0.966666667,0.5,0.507317073,0.412903226,0.76344086
Cody Martin,2122,F,2,2,1628998,71,25.77464789,7.661971831,2.521126761,4.014084507,1.154929577,2.85915493,1.23943662,0.450704225,0.482269504,0.383647799,0.700934579
De'Anthony Melton,2122,G,2,2,1629001,73,22.21917808,10.83561644,2.657534247,4.493150685,0.876712329,3.616438356,1.424657534,0.534246575,0.404316547,0.373655914,0.75
Chimezie Metu,2122,F C,2,2,1629002,60,20.86666667,8.9,1.0,5.583333333,0.566666667,5.016666667,0.85,0.533333333,0.452115813,0.306451613,0.78021978
Shake Milton,2122,G,2,2,1629003,55,20.90909091,8.181818182,2.527272727,2.581818182,0.545454545,2.036363636,0.509090909,0.309090909,0.429280397,0.323308271,0.835616438
Mitchell Robinson,2122,F C,3,0,1629011,72,25.20833333,8.472222222,0.527777778,8.569444444,4.097222222,4.472222222,0.805555556,1.847222222,0.760932945,0.0,0.486187845
Landry Shamet,2122,G,2,2,1629013,69,20.37681159,8.304347826,1.565217391,1.826086957,0.231884058,1.594202899,0.405797101,0.130434783,0.393814433,0.368263473,0.839506173
Anfernee Simons,2122,G,2,2,1629014,57,29.05263158,17.33333333,3.877192982,2.649122807,0.456140351,2.192982456,0.526315789,0.105263158,0.442910916,0.404977376,0.887931034
Gary Trent Jr.,2122,G,1,1,1629018,70,34.48571429,18.32857143,2.014285714,2.728571429,0.371428571,2.357142857,1.742857143,0.271428571,0.414364641,0.383486239,0.852941176
Jarred Vanderbilt,2122,F,3,0,1629020,74,24.93243243,6.918918919,1.27027027,8.432432432,2.905405405,5.527027027,1.337837838,0.621621622,0.587257618,0.142857143,0.65648855
Lonnie Walker IV,2122,G F,2,2,1629022,70,22.55714286,12.12857143,2.171428571,2.585714286,0.257142857,2.328571429,0.628571429,0.271428571,0.407068063,0.314447592,0.783783784
P.J. Washington,2122,F,0,2,1629023,65,26.69230769,10.27692308,2.261538462,5.184615385,1.261538462,3.923076923,0.876923077,0.938461538,0.469924812,0.365448505,0.716049383
Kenrich Williams,2122,G F,2,2,1629026,49,21.34693878,7.408163265,2.204081633,4.489795918,1.530612245,2.959183673,0.897959184,0.204081633,0.460567823,0.338842975,0.545454545
Trae Young,2122,G,1,1,1629027,76,34.43421053,28.35526316,9.697368421,3.736842105,0.657894737,3.078947368,0.947368421,0.092105263,0.460492228,0.381967213,0.904159132
Deandre Ayton,2122,C,0,0,1629028,58,29.05172414,17.18965517,1.448275862,10.22413793,2.568965517,7.655172414,0.689655172,0.689655172,0.634146341,0.368421053,0.746478873
Luka Doncic,2122,G F,1,1,1629029,65,34.86153846,28.41538462,8.738461538,9.123076923,0.861538462,8.261538462,1.153846154,0.553846154,0.456878118,0.353251318,0.744376278
Oshae Brissett,2122,G F,2,2,1629052,67,22.82089552,9.149253731,1.074626866,5.343283582,1.611940299,3.731343284,0.656716418,0.432835821,0.411067194,0.35021097,0.695121951
Robert Williams III,2122,F C,3,0,1629057,61,29.09836066,9.950819672,1.983606557,9.639344262,3.901639344,5.737704918,0.918032787,2.196721311,0.736413043,0.0,0.722222222
Rui Hachimura,2122,F,2,2,1629060,42,21.95238095,11.30952381,1.142857143,3.80952381,0.595238095,3.214285714,0.547619048,0.214285714,0.490813648,0.447154472,0.696969697
Duncan Robinson,2122,F,2,2,1629130,79,25.36708861,10.92405063,1.632911392,2.569620253,0.303797468,2.265822785,0.53164557,0.17721519,0.399449036,0.371794872,0.836065574
Gabe Vincent,2122,G,2,2,1629216,68,22.79411765,8.691176471,3.088235294,1.852941176,0.323529412,1.529411765,0.911764706,0.176470588,0.417153996,0.368421053,0.814814815
Drew Eubanks,2122,F C,0,0,1629234,71,17.01408451,7.690140845,1.197183099,5.38028169,1.830985915,3.549295775,0.436619718,0.563380282,0.595687332,0.217391304,0.761538462
Amir Coffey,2122,G F,2,2,1629599,69,22.24637681,8.971014493,1.797101449,2.855072464,0.376811594,2.47826087,0.550724638,0.217391304,0.4527897,0.377952756,0.863247863
CJ Elleby,2122,G F,2,2,1629604,58,19.81034483,5.844827586,1.5,3.913793103,1.137931034,2.775862069,0.603448276,0.327586207,0.392857143,0.293650794,0.714285714
Terance Mann,2122,G F,2,2,1629611,81,28.11111111,10.7654321,2.580246914,5.24691358,1.283950617,3.962962963,0.679012346,0.259259259,0.484057971,0.365384615,0.780487805
Max Strus,2122,G F,2,2,1629622,68,22.83823529,10.60294118,1.352941176,2.970588235,0.352941176,2.617647059,0.411764706,0.235294118,0.441489362,0.409502262,0.79245283
RJ Barrett,2122,G F,2,1,1629628,70,33.98571429,20.02857143,2.971428571,5.828571429,0.942857143,4.885714286,0.614285714,0.228571429,0.407872697,0.341584158,0.714285714
Cam Reddish,2122,G F,2,2,1629629,49,20.20408163,10.14285714,0.979591837,2.142857143,0.510204082,1.632653061,0.959183673,0.306122449,0.404411765,0.358695652,0.901785714
Ja Morant,2122,G,1,1,1629630,57,32.59649123,27.43859649,6.736842105,5.701754386,1.350877193,4.350877193,1.157894737,0.385964912,0.49277825,0.34375,0.761445783
De'Andre Hunter,2122,G F,2,2,1629631,53,29.24528302,13.37735849,1.283018868,3.320754717,0.490566038,2.830188679,0.679245283,0.396226415,0.44173913,0.379487179,0.765060241
Coby White,2122,G,2,2,1629632,61,26.95081967,12.6557377,2.885245902,2.983606557,0.278688525,2.704918033,0.475409836,0.180327869,0.433229814,0.385269122,0.857142857
Brandon Clarke,2122,F,3,0,1629634,64,18.9375,10.40625,1.34375,5.34375,2.109375,3.234375,0.609375,1.0625,0.644295302,0.227272727,0.653846154
Darius Garland,2122,G,1,1,1629636,68,35.27941176,21.66176471,8.573529412,3.294117647,0.573529412,2.720588235,1.308823529,0.102941176,0.462063086,0.383259912,0.892116183
Jaxson Hayes,2122,F C,0,0,1629637,70,19.47142857,9.342857143,0.614285714,4.5,1.642857143,2.857142857,0.471428571,0.785714286,0.615577889,0.350877193,0.765957447
Nickeil Alexander-Walker,2122,G,2,2,1629638,65,22.06153846,10.64615385,2.4,2.876923077,0.569230769,2.307692308,0.707692308,0.353846154,0.372058824,0.310650888,0.743119266
Tyler Herro,2122,G,1,1,1629639,66,32.06060606,20.71212121,3.984848485,4.984848485,0.484848485,4.5,0.666666667,0.121212121,0.446524064,0.398633257,0.867579909
Keldon Johnson,2122,G F,2,2,1629640,75,31.41333333,17.04,2.106666667,6.093333333,1.066666667,5.026666667,0.773333333,0.186666667,0.465875371,0.398496241,0.756410256
Romeo Langford,2122,G F,2,2,1629641,48,15.58333333,4.541666667,0.4375,2.25,0.625,1.625,0.458333333,0.333333333,0.434554974,0.341176471,0.547619048
Nassir Little,2122,G F,0,2,1629642,42,25.38095238,9.761904762,1.285714286,5.619047619,1.380952381,4.238095238,0.595238095,0.857142857,0.46031746,0.331168831,0.734042553
Chuma Okeke,2122,F,2,2,1629643,70,24.55714286,8.642857143,1.685714286,4.957142857,0.671428571,4.285714286,1.385714286,0.6,0.375652174,0.318059299,0.846153846
Kevin Porter Jr.,2122,G F,1,1,1629645,61,30.7704918,15.55737705,6.163934426,4.37704918,0.704918033,3.672131148,1.131147541,0.360655738,0.41460396,0.375302663,0.642487047
Darius Bazley,2122,F,0,2,1629647,69,27.39130435,10.79710145,1.405797101,6.31884058,1.028985507,5.289855072,0.84057971,1.014492754,0.422187982,0.29739777,0.688235294
Nic Claxton,2122,C,3,0,1629651,47,20.31914894,8.723404255,0.914893617,5.617021277,1.936170213,3.680851064,0.510638298,1.085106383,0.674242424,0.0,0.580645161
Luguentz Dort,2122,G,2,2,1629652,51,32.11764706,17.19607843,1.725490196,4.156862745,0.745098039,3.411764706,0.901960784,0.352941176,0.403581267,0.332480818,0.842931937
Daniel Gafford,2122,F C,3,0,1629655,72,19.54166667,9.402777778,0.944444444,5.652777778,2.152777778,3.5,0.416666667,1.375,0.693430657,0.0,0.699346405
Quentin Grimes,2122,G,2,2,1629656,46,16.65217391,5.97826087,0.956521739,2.043478261,0.52173913,1.52173913,0.673913043,0.239130435,0.404255319,0.380952381,0.684210526
Talen Horton-Tucker,2122,G,2,2,1629659,60,24.71666667,9.95,2.65,3.216666667,0.616666667,2.6,0.983333333,0.483333333,0.416356877,0.269230769,0.8
Ty Jerome,2122,G F,2,2,1629660,48,16.1875,7.083333333,2.270833333,1.625,0.395833333,1.229166667,0.625,0.104166667,0.37804878,0.290322581,0.808510638
Cameron Johnson,2122,F,2,2,1629661,66,25.74242424,12.45454545,1.5,4.136363636,0.636363636,3.5,0.863636364,0.242424242,0.459637562,0.42455243,0.859649123
Jalen McDaniels,2122,F,2,2,1629667,55,15.83636364,6.181818182,1.054545455,3.090909091,0.672727273,2.418181818,0.472727273,0.4,0.484251969,0.37962963,0.736111111
Jaylen Nowell,2122,G,2,2,1629669,62,15.24193548,8.5,2.096774194,1.983870968,0.35483871,1.629032258,0.435483871,0.161290323,0.474576271,0.39375,0.782608696
Jordan Nwora,2122,F,2,2,1629670,62,18.66129032,7.85483871,0.951612903,3.564516129,0.596774194,2.967741935,0.403225806,0.274193548,0.402597403,0.348017621,0.837209302
Jordan Poole,2122,G,1,1,1629673,76,29.53947368,18.48684211,4.0,3.421052632,0.447368421,2.973684211,0.789473684,0.302631579,0.448015123,0.363793103,0.92481203
Naz Reid,2122,F C,2,2,1629675,77,15.33766234,8.272727273,0.922077922,3.909090909,1.324675325,2.584415584,0.519480519,0.922077922,0.489495798,0.343373494,0.765100671
Isaiah Roby,2122,F,0,2,1629676,45,20.64444444,10.08888889,1.577777778,4.822222222,1.666666667,3.155555556,0.8,0.755555556,0.513931889,0.444444444,0.672413793
Matisse Thybulle,2122,G F,2,2,1629680,66,25.04545455,5.742424242,1.136363636,2.287878788,0.636363636,1.651515152,1.742424242,1.075757576,0.5,0.3125,0.790697674
Grant Williams,2122,F,2,2,1629684,77,23.79220779,7.818181818,1.012987013,3.558441558,0.831168831,2.727272727,0.493506494,0.74025974,0.474537037,0.410852713,0.905263158
Armoni Brooks,2122,G,2,2,1629717,54,15.09259259,5.333333333,1.148148148,1.907407407,0.37037037,1.537037037,0.518518519,0.203703704,0.339100346,0.297188755,0.857142857
John Konchar,2122,G,2,2,1629723,72,17.44444444,4.847222222,1.513888889,4.569444444,1.208333333,3.361111111,0.625,0.305555556,0.515267176,0.412698413,0.551020408
Garrison Mathews,2122,G,2,2,1629726,65,25.84615385,10.0,0.984615385,2.923076923,0.492307692,2.430769231,0.876923077,0.369230769,0.399132321,0.360103627,0.794444444
Dean Wade,2122,F C,2,2,1629731,51,18.74509804,5.274509804,1.019607843,2.941176471,0.607843137,2.333333333,0.568627451,0.137254902,0.456221198,0.35915493,0.666666667
Javonte Green,2122,G,2,2,1629750,65,22.83076923,7.2,0.923076923,4.246153846,1.4,2.846153846,1.030769231,0.492307692,0.541538462,0.356435644,0.833333333
Anthony Edwards,2122,G,1,1,1630162,72,33.79166667,21.29166667,3.819444444,4.763888889,0.861111111,3.902777778,1.458333333,0.638888889,0.440963855,0.357142857,0.785714286
LaMelo Ball,2122,G,1,1,1630163,75,31.81333333,20.10666667,7.613333333,6.68,1.44,5.24,1.586666667,0.4,0.429027113,0.389380531,0.872427984
